	inst	cnt	len
3745	新加坡商 Trimaxiom Investments Pte. Ltd.	3	36
3746	カルソニツクカンセイ株式會社　	3	15
3747	荷商偉福歐洲公司 (Willis Europe B.V.)	3	29
3748	日商新日本工機工程技術株式會社	3	15
3749	英屬維京群島商泰亞特集團有限公司（Tiger Eight Group Limited）	3	43
3750	日商 KNT-CT HOLDINGS 株式會社 (KNT-CT HOLDINGS CO., LTD.)	3	51
3751	德商德意志銀行股份有限公司 Deutsche Bank Aktiengesellschaft	3	46
3752	HONGA SPORT CO. , LTD.	3	22
3753	英屬維京群島商 MAC之LINK INTERNATIONAL CO., LTD.	3	40
3754	英屬蓋曼群島商 CatchPlay, Inc.	3	23
3755	美商 Novus International, Inc.	3	28
3756	薩摩亞商Rainbow Promise Limited	3	27
3757	日麗雅（香港）有限公司	3	11
3758	廈門華天港澳台商品購物有限公司	3	15
3759	ELEMENTARY INVESTMENT LTD. 薩摩亞商艾瑞投資股份有限公司	3	41
3760	日本バルカー工業株式會社	3	12
3761	事達國際控股有限公司（STAR INTERNATIONAL HOLDINGS PTE LTD.）	3	48
3762	新加坡商 FUJIO FOOD SYSTEM SINGAPORE PTE, LTD.	3	42
3763	日商F控股股份有限公司(F■■■■■ン■■株式會社)	3	26
3764	日商雅馬多控股集團股份有限公司	3	15
3765	澳大利亞商 Aviation Training Holdings Pty Ltd	3	40
3766	INNOIDEAS GROUP LIMITED	3	23
3767	英屬開曼群島商Ruten Global Inc.	3	24
3768	英屬維京群島商NASSAU INN INVESTMENTS LIMITED	3	37
3769	日商中央精機株式會社	3	10
3770	荷蘭商 NIKE Europe Holding B.V.	3	28
3771	日商中央電子工業股份有限公司	3	14
3772	日商ICHIEN TECHNOS INC.	3	21
3773	日商岡畑興產株式會社	3	10
3774	馬來西亞商 Peak Epoch (Malaysia) Limited	3	35
3775	日商則武株式會社	3	8
3776	　　　　　　株式會社(日商 KOTOBUKI  SEATING CO., LTD)	3	41
3777	盧森堡商天柏嵐亞洲控股有限公司	3	15
3778	Fast Retailing Co.,Ltd.	3	23
3779	日商 PIP CO., LTD.	3	16
3780	薩摩亞商 HONE SHEE GROUP LIMITED	3	28
3781	郡是株式會社	3	6
3782	PERFECT  INT'  L  GROUP  LTD. -SAMOA	3	36
3783	DIUBLE U HOLDING LIMITED	3	24
3784	嘉義市農會代表人共43股	3	12
3785	日商サイバネットシステム株式会社(CYBERNET SYSTEMS CO.,LTD)	3	42
3786	日商株式會社吉野家 International	3	23
3787	美商Specialty Bolt and Screw, Inc.	3	32
3788	德商博基工業股份有限公司	3	12
3789	香港商瑞東有限公司	3	9
3790	Topcorp Business Limited	3	24
3791	Bystronic Laser AG	3	18
3792	英屬維京群島商京東方光電控股有限公司 BOE Optoelectronics Holding Co., Ltd.	3	56
3793	日商多格漫林株式會社	3	10
3794	佐藤製藥株式會社	3	8
3795	Continental Global Holding Netherlands B.V	3	42
3796	日商日塗汽車塗料有限公司	3	12
3797	美國蓋洛普股份有限公司	3	11
3798	香港商金皇置業有限公司	3	11
3799	新加坡商 Ekornes Asia Pte. Ltd	3	26
3800	義大利商INDUSTRIES S. P. A.	3	23
3801	美商固特異輪胎橡膠股份有限公司	3	15
3802	Sonix, Inc.	3	11
3803	荷蘭商阿克蘇諾貝爾塗料國際公司	3	15
3804	荷蘭商Sealed Air(Asia)Holdings B.V.	3	32
3805	法商 V. MANE FILS -SA a Directoire et Conseil de Surveillance	3	59
3806	美商盧卡斯電影動畫有限公司(LUCASFILM ANIMATION LTD.)	3	39
3807	瑞浪精機株式會社	3	8
3808	株式會社　　口技術研究所	3	12
3809	瑞士商 Audatex (Schweiz) GmbH	3	26
3810	香港商費森尤斯醫藥香港有限公司	3	15
3811	新加坡商聯達科技控股有限公司	3	14
3812	香港商筆克北亞控股有限公司	3	13
3813	UBI TW HOLDINGS, LLC.	3	21
3814	模里西斯商 Rich Products Mauritius	3	29
3815	美商亞宜公司	3	6
3816	英商 Numerix Software Ltd.	3	24
3817	日商湯淺商事株式會社	3	10
3818	馬來西亞商優力勤股份有限公司	3	14
3819	新加坡商僑利投資股份有限公司	3	14
3820	荷商艾克索諾貝化學國際公司	3	13
3821	英屬維京群島商辣椒線上股份有限公司 (TIMES ONLINE LIMITED)	3	40
3822	日商月島食品工業株式會社	3	12
3823	薩摩亞商雲流科技有限公司	3	12
3824	PANASONIC HOLDING(NETHERLANDS) B.V.	3	35
3825	日商日機裝工イコ一株式會社	3	13
3826	英屬維京群島商 Topcorp Business Limited	3	32
3827	瑞士商德馬吉控股股份有限公司	3	14
3828	大陸商長春英利汽車工業股份有限公司	3	17
3829	日商美津濃株式會社	3	9
3830	NIHON CERATEC CO.,LTD.	3	22
3831	香港商Cushman and Wakefield (HK) L td	3	34
3832	法商法國道達爾公司(Total Marketing Services)	3	35
3833	香港商帕馬斯廸利沙香港有限公司	3	15
3834	法商Givenchy SA	3	13
3835	AIR WATER MATERIALS INC.	3	24
3836	The Valspar (Singapore) Corporation Pte	3	39
3837	彰化縣彰化區漁會	3	8
3838	英屬安奎拉商 ANDALEX INC.	3	19
3839	上海暢星軟件有限公司	3	10
3840	薩摩亞商 World Max Industrial Inc.	3	30
3841	美商亞普達國際電子商務股份有限公司	3	17
3842	雲林縣區漁會	3	6
3843	英屬維京群島商 AEGEAN PACIFIC LIMITED	3	30
3844	日商磯萊土工業股份有限公司	3	13
3845	WOODBRIDGE BELGIUM S.A.(比利時商木橋比利時股份有限公司)	3	40
3846	財團法人王民寧先生紀念基金會	3	14
3847	財團法人臺北市李楊月桃教育基金會	3	16
3848	澳商康德公司	3	6
3849	大陸商福建省電子信息(集團)有限責任公司	3	20
3850	德商美最時旅行社股份有限公司	3	14
3851	TOPWIN INVESTMENT HOLDING PTE LTD	3	33
3852	Gebhard Balluff Holding GmbH	3	28
3853	IFM  ELECTRONIC  GMBH	3	21
3854	USED STATION CO., LTD.	3	22
3855	美商 PURVIN & GERTZ  LLC	3	22
3856	日商日本滾柱軸承製造株式會社	3	14
3857	澳大利亞商 Macquarie Corporate Holdings Pty Limited	3	46
3858	薩摩亞商品青生物科技有限公司	3	14
3859	韓商Semicon Light Co,.Ltd	3	23
3860	INTRALOT Societe Anonyme-Integrated Lottery  systems service	3	60
3861	Weidner Holdings, LLC	3	21
3862	香港商 KKBOX International Limited	3	31
3863	KCE ELECTRONICS PUBLIC COMPANY LIMITED	3	38
3864	日商重光產業株式會社	3	10
3865	日商鈴木株式會社 (ススギ株式會社)	3	18
3866	香港商洛克希德國際公司	3	11
3867	新加坡商良圖有限公司	3	10
3868	日商上村工業株式會社	3	10
3869	薩摩亞商TRANSWORLD HOLDINGS LIMITED	3	31
3870	Kerry Logistics Holdings ( Taiwan ) Limited	3	43
3871	日商株式會社阪急阪神　 　　　 (Hankyu Hanshin Express Co., Ltd.)	3	50
3872	日商SOCIONEXT INC.	3	16
3873	荷蘭商 Axia Power Holdings B. V. 　	3	31
3874	日商新晃工業株式會社	3	10
3875	荷蘭商 Flow Foreign Holdings B.V.	3	30
3876	Tronic Holdings Pte. Ltd.	3	25
3877	英屬維京群島商川威有限公司	3	13
3878	香港商北京同仁堂國際有限公司(Beijing Tong Ren Tang International Co., Limited)	3	64
3879	AQUAIR CO., LTD.	3	16
3880	日商 ITOKIN CO., LTD (　　　　株式會社)	3	29
3881	瑞士商Triumph Universa AG	3	22
3882	日商而至股份有限公司	3	10
3883	美商保德信保險股份有限公司	3	13
3884	日商紐朗精機株式會社	3	10
3885	KAITEK INTERNATIONAL L.L.C	3	26
3886	新加坡商昇銳	3	6
3887	日商高爾特工業株式會社	3	11
3888	BP Global Investments Limited(英商英國石油全球投資有限公司)	3	45
3889	澳大利亞商 L' OCCITANE AUSTRALIA PTY LTD.	3	36
3890	荷蘭商 Live Nation International Holdings B.V.	3	43
3891	愛納克株式會社	3	7
3892	美商 Vishay Intertechnology,Inc.	3	30
3893	日本モリト株式會社	3	9
3894	日商株式會社 JSP	3	10
3895	新加坡商Springer  Nature  Singapore  pte.  Ltd.	3	43
3896	香港商東聯開發集團有限公司	3	13
3897	韓商SK hynix lnc.	3	15
3898	馬來西亞商富鑫創投股份有限公司	3	15
3899	英屬維京群島商Kamis Worldwide Corporation	3	34
3900	北港鎮農會	3	5
3901	日商株式會社昭和螺旋管製作所	3	14
3902	臺南市臺南地區農會	3	9
3903	日商AKS CO., LTD	3	14
3904	英屬維京群島商新康傑有限公司	3	14
3905	英屬蓋曼群島商 NITRING INTERNATIONAL CO., LTD	3	38
3906	德商DEKRA SE	3	10
3907	法商Air Liquide Electronics Systems 公司 (Air Liquide Electronics Systems )	3	71
3908	新加坡商全球動力投資私人有限公司	3	16
3909	英屬維京群島商  IMAR  MUSIC  ENTERTAINMENT  CO.,  LTD.	3	47
3910	TELE SYSTEM GROUP PTE.LTD	3	25
3911	Oplink  Communications, Inc.	3	28
3912	荷蘭商 TMF Asia B.V.	3	17
3913	香港商丘以思生技顧問有限公司	3	14
3914	美商 TransPerfect Translations International Inc.	3	47
3915	香港商 Bigtera Limited	3	19
3916	薩摩亞商佳輝控股有限公司 ROSY FIELD HOLDINGS LIMITED	3	40
3917	HAMMOND ELECTRONICS LIMTED	3	26
3918	美商J.P. Morgan International Finance Limited	3	43
3919	必富投資有限公司	3	8
3920	TPK Universal Solutions Limited	3	31
3921	Gebr.Becker GmbH 德商	3	19
3922	瑞士商 Intuitive Surgical Sarl	3	27
3923	英商英傑華國際控股有限公司 (Aviva International Holdings Limited)	3	52
3924	英屬維京群島商 Boulder Books International Ltd.	3	40
3925	日商株式會社住友倉庫	3	10
3926	英屬維京群島商Hooters Asia Pacific Ltd.	3	32
3927	日商日本ペルノックス株式會社	3	14
3928	財團法人竹銘教學基金會	3	11
3929	東京窯業株式會社	3	8
3930	日商株式會社有信	3	8
3931	永安區漁會	3	5
3932	美商 YARBROUGH SOUTHWEST ASSOCIATES, INC.	3	39
3933	財團法人融悟文教基金會	3	11
3934	香港商 EVERLINE HOLDINGS LIMITED	3	29
3935	Doerrenberg International Pte. Ltd.	3	35
3936	日商豐村電子株式會社	3	10
3937	英屬維京群島商Solar Stone Inyestment Limited.	3	38
3938	香港商 CAMTEK H.K. LIMTTED	3	23
3939	薩摩亞商福生科技顧問股份有限公司	3	16
3940	財團法人國泰人壽保險股份有限公司職工福利委員會	3	23
3941	香港商時捷投資有限公司 S.A.S. INVESTMENT COMPANY LIMITED	3	45
3942	香港商 AB Sciex (Hong Kong) Limited	3	32
3943	英屬維京群島商 Maxbase Holdings Limited	3	32
3944	CUSTOM ACCESSORIES ASIA LIMITED	3	31
3945	才─バル株式会社	3	8
3946	英屬蓋曼群島商MIGO CORPORATION	3	23
3947	荷蘭商 W.P.V. Holding B.V.	3	23
3948	JSJK HOLDING CO.LTD.	3	20
3949	英屬維京群島商鉅立投資有限公司	3	15
3950	日商DOWA METALTECH 株式会社	3	21
3951	崑山恒祥機電有限公司	3	10
3952	馬來西亞商 FULL TABLE LIMITED	3	24
3953	香港商 UNI SHIPS  AND MANAGEMENT LIMITED	3	37
3954	日商德歐仕株式會社	3	9
3955	英屬維京群島商萬事達投資股份有限公司	3	18
3956	財團法人台北市洪萬傳慈善基金會	3	15
3957	英屬維京群島商遠邦資產管理公司	3	15
3958	比利時商 Euler Hermes	3	17
3959	英屬開曼群島商 LOYAL SUN HOLDINGS CO., LTD.	3	36
3960	法商 Multimedia Connect	3	21
3961	Longreach Edith Investment Cooperatief, 3, U.A.	3	47
3962	池內株式會社	3	6
3963	新加坡商 Delphi Automotive Systems Singapore Pte.Ltd.	3	49
3964	日商大和製罐株式會社	3	10
3965	香港商 ICD Limited	3	15
3966	荷蘭商Eaton Holding VI B.V.	3	24
3967	日商NIPPO CORPORATION	3	19
3968	日商 Nippon Television Network Corporation	3	40
3969	日本北菱電興株式會社	3	10
3970	加拿大商維倫公司	3	8
3971	澳大利亞商 EDXEDUCATION PTY LIMITED	3	30
3972	英屬維京群島商聯通有限公司 (ACCESS SINO LIMITED)	3	35
3973	荷蘭商SunEdison Semiconductor Holdings B.V.	3	40
3974	MILLENNIUM THRUST PTE LTD 千禧有限公司	3	32
3975	Reach Cable Networks Limited	3	28
3976	薩摩亞商環星有限公司	3	10
3977	新加坡商 ORANGE  APPLICATIONS  FOR  BUSINESS  SINGAPORE  PTE.  LTD.	3	63
3978	美商MRV Communications,Inc.	3	25
3979	日商魔術食品服務股份有限公司	3	14
3980	日商東京應化工業株式會社	3	12
3981	Mariana  Shipping  Pte.  Ltd.	3	29
3982	西螺鎮農會	3	5
3983	英屬維京群島商東瀛遊控股(亞洲)有限公司 EGL  Holdings  (Asia)  Limited	3	51
3984	英屬維京群島商 STREETVOICE INTERNAIOINAL LIMITED	3	41
3985	英屬蓋曼群島商 HANNSPREE INC.	3	22
3986	兄弟精密工業株式會社	3	10
3987	美商 Barcom Asia Holdings LLC	3	27
3988	荷蘭商FUJIFILM Europe B.V.	3	23
3989	日商カルソ二ックカンセイ株式會社	3	16
3990	HU AN CABLE HOLDINGS LTD.	3	25
3991	日商不二貿易株式會社	3	10
3992	日本派克乃成株式會社	3	10
3993	英商開曼群島商Perfect Corp.	3	20
3994	日商KITOKU SHINRYO CO.,LTD.	3	25
3995	LUCKY CENTURY ENTERPRISES LIMITED	3	33
3996	日商株式会社テラプローブ (Tera Probe, Inc)	3	30
3997	日商日立亞祿加醫療股份有限公司	3	15
3998	日商 St. Jude Medical Asia Pacific Holdings GK	3	44
3999	英商捷刻安股份有限公司	3	11
4000	美商 Liberty Diversified International, Inc.	3	42
4001	日商三和　　　　　　　　株式會社	3	16
4002	美商 SPRINGSKY LLC	3	16
4003	香港商合眾汽車有限公司 (Triangle Motors Limited)	3	37
4004	英屬維京群島商雄佳管理有限公司	3	15
4005	俄羅斯商宇航科技進步責任有限公司	3	16
4006	瑞典商歐艾斯控股股份有限公司	3	14
4007	日商株式會社　　　(WINS LTD.)	3	20
4008	日商雙葉(フタバ)產業株式會社	3	15
4009	韓商伊歐科技股份有限公司	3	12
4010	小淺商事株式會社	3	8
4011	荷蘭商 Alexion Holding B.V.	3	24
4012	德商新格拉斯科技公司 (Singulus Technologies AG)	3	37
4013	德商 ENERCON GMBH	3	15
4014	日商日新製鋼株式會社	3	10
4015	日商Mitsubishi Fuso Truck and Bus Corporation	3	43
4016	新加坡商 Salesforce.com Singapore Pte. Ltd.	3	39
4017	Ellsworth Adhesives Specialty Chemical Distribution, Inc.	3	57
4018	日商東特塗料株式會社	3	10
4019	英屬安圭拉島商納納投資有限公司	3	15
4020	巴拿馬商環世有限公司	3	10
4021	日商株式會社                     (MIKI COMPANY)	3	41
4022	香港商蒂普拓普香港有限公司	3	13
4023	英商 TNS TransXpress Holding Company (UK) Limited	3	47
4024	德商凱士比公司	3	7
4025	日商株式會社源吉兆庵	3	10
4026	香港商萬寶盛華集團香港控股公司	3	15
4027	日商Fast Retailing Co., Ltd.	3	26
4028	日商橫浜油脂工業株式會社	3	12
4029	MIRAE ASSET GLOBAL INVESTMENTS CO., LTD.	3	40
4030	巴拿馬商輝瑞大藥廠股份有限公司	3	15
4031	Global Standard Technology Co.Ltd.	3	34
4032	信越半導體株式會社	3	9
4033	株式會社ゴール	3	7
4034	美商 IPC International, Inc.	3	26
4035	美商司尼爾國際企業股份有限公司	3	15
4036	日商日販IPS株式會社	3	11
4037	Vantex Biotechnology Co., Ltd.	3	30
4038	商港商Sizmek  Hong Kong Limited	3	28
4039	日商太平洋水泥株式會社	3	11
4040	金山電化工業(香港)有限公司	3	14
4041	香港商浩騰媒體有限公司	3	11
4042	日商朝日電裝株式會社	3	10
4043	香港商捷和實業有限公司	3	11
4044	日商木村咖啡株式會社	3	10
4045	GOOD GRACE TRADING LIMITED	3	26
4046	美商  TENSION 國際公司	3	16
4047	英屬維京群島商海峽友誼旅行社股份有限公司	3	20
4048	韓商新和Intertek株式會社	3	16
4049	財團法人劉快治文教基金會	3	12
4050	日商泉州電業株式會社	3	10
4051	德商 ALMiG Verwaltungs-GmbH	3	25
4052	香港商愛德威亞洲控股有限公司	3	14
4053	大陸商廣東風華高新科技股份有限公司	3	17
4054	英屬維京群島商易利信有限公司	3	14
4055	印度商 DiagnoSearch  Life  Sciences  Private  Limited	3	50
4056	財團法人全聯善美的文化藝術基金會	3	16
4057	日商菱江化學株式會社	3	10
4058	英屬維京群島商 JAW INVESTORS INC.	3	26
4059	荷蘭商 WPP(荷蘭)控股有限公司	3	17
4060	日本カルソニツクカンセイ株式會	3	15
4061	英屬開曼群島商 ConneXionONE  Corp.	3	27
4062	新加坡商 DaVita Care Pte. Ltd.	3	26
4063	Behn Meyer Chemical Holding (S) Pte Ltd	3	39
4064	JUI-YUAN CO.,LTD.	3	17
4065	財團法人慈濟傳播人文志業基金會	3	15
4066	Camp Mobile Corporation.	3	24
4067	美商星源咖啡國際有限公司	3	12
4068	YCH GROUP PTE LTD	3	17
4069	東罐興業株式會社	3	8
4070	美商思維公司 (SAVVIS, INC.)	3	21
4071	澳大利亞商 CSL INTERNATIONAL PTY. LTD.	3	33
4072	新加坡商 TWG TEA (NORTHASIA) PTE. LTD.	3	34
4073	美商 XPO  Logistics Worldwide, LLC	3	32
4074	法商法興物流開發有限公司	3	12
4075	香港商 Cefinity Limited	3	20
4076	才■■■■■販売株式会社	3	12
4077	金山電化工業(香港)有限公司GP BATTERY TECHNOLOGY(HK) LIMITED	3	47
4078	薩摩亞商金琥股份有限公司	3	12
4079	日商 MEGACHIPS CORPORATION (株式会社メガチップス )	3	38
4080	荷蘭商優力國際服務有限公司	3	13
4081	新加坡商 DUCKBILL ENTERTAINMENT PTE. LTD.	3	37
4082	日商 J. FRONT RETAILING CO., LTD.	3	31
4083	PANASONIC HOLDING(NETHERLANDS)B.V.	3	34
4084	日商耐斯日榮株式會社	3	10
4085	　　　　　株式會社	3	9
4086	Pine Street Malaysia Holdings Limited	3	37
4087	英屬維京群島商DIGITREND INTERNATIONAL LIMITED	3	38
4088	香港商京泰實業（集團）有限公司（Beijing Holdings Limited)	3	41
4089	日商S.T. CORPORATION	3	18
4090	英屬維京群島商 Full Blast Investments Limited	3	38
4091	薩摩亞商羅斯伍德開發有限公司	3	14
4092	英屬蓋曼群島商 Foresee Pharmaceuticals, Inc.	3	37
4093	荷蘭商 Tube City IMS Holding B.V.	3	30
4094	英屬維京群島商領先科技控股有限公司	3	17
4095	PRESTO INTERNATIONAL CO., LTD.	3	30
4096	德商 MAPAL FABRIK FUR PRAZISIONSWERKZEUGE DR.KRESS KG	3	51
4097	VisEra Holding Company	3	22
4098	日商株式會社富士精密	3	10
4099	美商聯合工業科技國際公司	3	12
4100	日商山崎美紮科貿易株式會社	3	13
4101	英屬維京群島商 Advanced Enterprises Limited	3	36
4102	美商 INTERNATIONLA TECHNOLOGIES &SYSTEMS CORP.	3	44
4103	日商娜拉波股份有限公司	3	11
4104	美商力博特有限公司 (Liebert Corporation)	3	31
4105	INTERSURGICAL LIMITED	3	21
4106	韓商 DIO Corporation	3	18
4107	法商法國達飛輪船公司(CMA CGM AGENCIES WORLDWIDE)	3	38
4108	馬來西亞商PLAYGAME SDN. BHD	3	22
4109	百慕達商網虎國際發展(股)公司	3	15
4110	中國青年大陸研究文教基金會	3	13
4111	香港商QWEST TELECOMMUNICATIONS ASIA, LIMITED	3	41
4112	英屬維京群島商珍豐集團有限公司	3	15
4113	日商三菱鉛筆株式會社	3	10
4114	英屬維京群島商 Eagleright Management Co., LTd	3	38
4115	椿中島股份有限公司	3	9
4116	日商株式會社友和	3	8
4117	IC EXPRESS CO,.LTD  (薩摩亞商)	3	26
4118	美商澳汰爾工程股份有限公司(Altair Engineering Inc.)	3	38
4119	BABYHOME  INC.	3	14
4120	KOEHLKE COMPONENTS INC	3	22
4121	B.A. International Limited	3	26
4122	德商羅德史瓦茲有限公司	3	11
4123	薩摩亞商 INTENTION SKY DEVELOPMENT CORP.	3	36
4124	蒙發利(香港)有限公司	3	11
4125	貝里斯商WELLSPRING INVESTMENT CORP	3	30
4126	法商思琳股份有限公司	3	10
4127	日商莉芙萊股份有限公司 (　　　　　　株式會社)	3	24
4128	美商 Martin Fluid Power Company	3	29
4129	MOTT MACDONALD INTERNATIONAL LIMITED	3	36
4130	達爾科技國際 B.V. 公司 ( Diodes International B.V. )	3	44
4131	比利時商 BARCO N.V.	3	15
4132	雲林縣農會	3	5
4133	芬蘭商瓦錫蘭股份有限公司	3	12
4134	日商好侍食品集團本社株式會社	3	14
4135	百慕達商湯姆遜消費電子公司	3	13
4136	日商FCC株式會社	3	9
4137	英屬維京群島商 GMF GROUP HOLDING LIMITED	3	33
4138	英屬維京群島商飛達有限公司FLYACHIEVE LIMITED	3	31
4139	丹麥商 Carlsberg Breweries A/S	3	27
4140	員林市農會	3	5
4141	英屬維京群島商 ANT VALUE ASIA INVESTMENT LIMITED	3	41
4142	韓商Medytox Inc.	3	14
4143	日商東麗國際株式會社	3	10
4144	薩摩亞商ETERNAL LIMITED	3	19
4145	英屬維京群島商展昕投資有限公司	3	15
4146	英屬維京群島商艾特普投資股份有限公司	3	18
4147	日本商日本精化株式會社	3	11
4148	HKT株式會社	3	7
4149	馬來西亞商特納股份有限公司（TENGA KIMIA BERHAD）	3	33
4150	株式會社瀧澤鐵工所	3	9
4151	馬樂嘉亞洲控股公司	3	9
4152	美商普洛控股股份有限公司	3	12
4153	大陸商廈門陸島酒店有限公司	3	13
4154	日商 PAPYLESS  CO.,  LTD.	3	23
4155	法商 Boucheron Holding S.A.S.	3	27
4156	GITI TIRE TECHNICAL CENTRE PTE. LTD.	3	36
4157	英屬維京群島商豪建有限公司	3	13
4158	香港商香港航運有限公司	3	11
4159	新加坡商 Universal  Storage Pte.  Ltd	3	33
4160	MAN Diesel & Turbo SE	3	21
4161	瑞典商邁柯唯有限公司 MAQUET HOLDING AB	3	28
4162	英屬維京群島商MORAL CAPITAL INVESTMENT LIMITED	3	39
4163	日商株式會社璃伽麻林工程	3	12
4164	新加坡商 QB NET INTERNATIONAL HOLDINGS PTE. LTD.	3	44
4165	比利時商 UCB S.A.	3	13
4166	瑞士商英福康控股公司	3	10
4167	高寶印刷機械(香港)有限公司	3	14
4168	法商 VEOLIA PROPRETE S.A.S	3	24
4169	日商株式會社雲雀	3	8
4170	日商多摩化學工業股份有限公司	3	14
4171	加拿大商 Pharmascience Inc.	3	23
4172	RICHNET CO., LTD.	3	17
4173	德商格林策巴赫國際有限公司	3	13
4174	日置電機株式會社	3	8
4175	塞席爾商 MARCH International Ltd.	3	29
4176	大寶產業株式會社	3	8
4177	Ronal AG	3	8
4178	英屬蓋曼群島商創能國際有限公司	3	15
4179	瑞典商 Autoliv Aktiebolag	3	22
4180	德商百家寶有限公司(BJB GmbH & Co. KG)	3	28
4181	力　　　　　　　　　　株式会社	3	15
4182	カゴメ株式會社（日商可果美株式會社）	3	18
4183	美商艾科尼斯集團(IKONIX GROUP INC.)	3	27
4184	Innotech Corporation	3	20
4185	交通部臺灣鐵路管理局	3	10
4186	荷蘭商飛利浦股份有限公司	3	12
4187	日商YOTSUBA  MILK PRODUCTS CO., LTD. (■■葉乳業株式會社)	3	46
4188	德商費森尼斯股份兩合公司 (Fresenius Medical Care AG& Co. KGaA)	3	50
4189	日商住友　　　株式會社	3	11
4190	美商賀格股份有限公司	3	10
4191	日商寒川商事株式會社	3	10
4192	旭化成イㄧマテリアルズ株式會社(ASAHI KASEI E-MATERIALS CORPORATION)	3	52
4193	香港商萬代南夢宮亞洲控股有限公司	3	16
4194	日商VILIDUE CO.,LTD.	3	18
4195	英屬蓋曼群島商DigiMedia Technologies Co., Ltd.	3	39
4196	美商眾弘企業股份有限公司	3	12
4197	香港商大昌行物流有限公司	3	12
4198	新加坡商  QUIKSILVER SINGAPORE PTE. LTD.	3	36
4199	荷蘭商Fairchild Semiconductor (Netherlands)B.V.	3	44
4200	香港商加和企業有限公司	3	11
4201	日商株式會社 TMSUK	3	12
4202	日本中央硝子株式會社	3	10
4203	日商株式會社多客(　　)	3	12
4204	KINGFLAG LIMITED	3	16
4205	(法商) SODEXO PASS INTERNATIONAL	3	30
4206	GREAT VISION DEVELOPMENT INC. 薩摩亞商景德發展股份有限公司	3	44
4207	日商愛知時計電機株式會社	3	12
4208	義大利商克羅比亞公司	3	10
4209	法商Decathlon SA	3	14
4210	NTN株式會社	3	7
4211	英商 G4S International Holdings Limited	3	37
4212	英屬維京群島商Cross Pacific Venture Partners Inc.	3	42
4213	馬來西亞商 Southpark Capital Ltd.	3	28
4214	日本蓄電器工業株式會社	3	11
4215	財團法人中興工程科技研究發展基金會	3	17
4216	日本ゼ才ン株式會社	3	9
4217	美商TERRA SOLAR GLOBAL, INC.	3	26
4218	日本株式會社有沢製作所	3	11
4219	日商汎塑料股份有限公司	3	11
4220	財團法人台灣新光保全文化藝術基金會	3	17
4221	荷蘭商 TIBCO International Holdings B.V.	3	37
4222	國泰醫療財團法人	3	8
4223	日本商 Toshiba Global Commerce Solutions Holdings Corporation	3	58
4224	OHGITANI ASIA PTE. LTD.	3	23
4225	Sonova Holding AG	3	17
4226	英屬維京群島商 Full  Blast  Investments  Limited	3	41
4227	Global Link Co., Ltd	3	20
4228	日商日本精工株式會社	3	10
4229	日商丸全昭和運輸株式會社	3	12
4230	義大利商 GLOBAL DISPLAY SOLUTIONS S.P.A.	3	36
4231	新加坡商 OSA Investments Holdings Pte. Ltd.	3	39
4232	新加坡商華登峰瑋緻活新加坡分行	3	15
4233	韓商 LOTTE CONFECTIONERY CO., LTD.	3	32
4234	日商藤森工業株式會社	3	10
4235	大陸商中國民航信息網絡股份有限公司	3	17
4236	ABC-MART INC.	3	13
4237	香港商上組(香港)有限公司	3	13
4238	英屬蓋曼群島商 GETTY  IMAGES  INTERNATIONAL	3	36
4239	法國商SYNERJECT SAS	3	16
4240	馬來西亞商美林拉布安控股公司	3	14
4241	英屬維京群島商 Firstar Limited	3	23
4242	財團法人台灣糖業股份有限公司職工福利委員會	3	21
4243	日商Noritsu Precision Co., Ltd.	3	29
4244	薩摩亞商 CHENG YI HOLDING CO., LTD.	3	31
4245	荷蘭商 QIAGEN N.V.	3	15
4246	百慕達商南茂科技股份有限公司	3	14
4247	馬來西亞商富園有限公司	3	11
4248	廈門金鷺特種合金有限公司	3	12
4249	香港商協佳控股有限公司 (Fine  Elite  Holdings  Limited)	3	44
4250	香港商新確國際股份有限公司	3	13
4251	乾德電子(香港)有限公司	3	12
4252	英屬維京群島商SELANGOR GOLD LIMITED	3	28
4253	ROYAL  HOLDINGS 株式會社	3	20
4254	英屬維京群島商強森國際股份有限公司	3	17
4255	日商鈴木汽車股份有限公司	3	12
4256	Spirax-Sarco Engineeering B.V.	3	30
4257	荷蘭商 Applied Biosystems B.V.	3	27
4258	大陸商焦點科技股份有限公司	3	13
4259	牛乳石鹼共進社株式會社	3	11
4260	苗栗市公所	3	5
4261	Micron Memory Japan ,Inc	3	24
4262	鴻合科技（香港）有限公司	3	12
4263	巴拿馬商長榮國際有限公司	3	12
4264	英屬維京群島商 Star Lotus Holding Limited	3	34
4265	法商 Berluti	3	10
4266	日商 Kobelco Research Institute, Inc.	3	35
4267	財團法人金屬工業研究發展中心	3	14
4268	日商JK控股株式會社	3	10
4269	日商YMC CO., Ltd.	3	15
4270	荷商柏斯卡利士國際股份有限公司	3	15
4271	瑞士商巴索瑞士潤滑有限公司(BLASER SWISSLUBE AG)	3	34
4272	香港商英雄國際資產管理集團股份有限公司	3	19
4273	瑞士商 IMD  AG	3	11
4274	社團法人日本海事檢定協會	3	12
4275	瑞典商 FINGERPRINT  CARDS AB	3	25
4276	英商LAIRD PLC	3	11
4277	香港商 GP Acoustics International Limited	3	38
4278	株式會社谷商店	3	7
